Date,equity
2008-10-26,866397.3200458147
2008-10-27,836835.5903287632
2008-10-28,892010.4603436856
2008-10-29,880301.9849573884
2008-10-30,909161.0438930969
2008-10-31,928867.9335375295
2008-11-01,928867.9335375295
2008-11-02,928867.9335375295
2008-11-03,914688.0702903158
2008-11-04,952831.8533678885
2008-11-05,902807.2542505942
2008-11-06,856161.0499786728
2008-11-07,872167.6350732333
2008-11-08,872167.6350732333
2008-11-09,872167.6350732333
2008-11-10,862424.5807963435
2008-11-11,839762.8894982113
2008-11-12,796274.5787027299
2008-11-13,847757.6622234023
2008-11-14,809132.5353489865
2008-11-15,809132.5353489865
2008-11-16,809132.5353489865
2008-11-17,788331.3894548429
2008-11-18,790953.5002429946
2008-11-19,742352.9420300684
2008-11-20,710587.9994130178
2008-11-21,746391.1348252058
2008-11-22,746391.1348252058
2008-11-23,746391.1348252058
2008-11-24,790550.0245844801
2008-11-25,801306.2864611538
2008-11-26,833724.439980549
2008-11-27,833724.439980549
2008-11-28,844378.8539468822
2008-11-29,844378.8539468822
2008-11-30,843534.4750929353
2008-12-01,762464.4065116114
2008-12-02,793468.232728381
2008-12-03,814938.7609699331
2008-12-04,798695.1402560566
2008-12-05,828979.7976707597
2008-12-06,828979.7976707597
2008-12-07,828979.7976707597
2008-12-08,853628.0836943871
2008-12-09,832656.8479956255
2008-12-10,831857.2780741334
2008-12-11,805272.5701638489
2008-12-12,812491.5790068896
2008-12-13,812491.5790068896
2008-12-14,812491.5790068896
2008-12-15,796876.9278223913
2008-12-16,841828.9662228716
2008-12-17,829312.6167254691
2008-12-18,824592.9664124897
2008-12-19,823392.4519430829
2008-12-20,823392.4519430829
2008-12-21,823392.4519430829
2008-12-22,810802.1733324792
2008-12-23,799117.280325345
2008-12-24,808541.8272828907
2008-12-25,808541.8272828907
2008-12-26,809579.2905342344
2008-12-27,809579.2905342344
2008-12-28,809579.2905342344
2008-12-29,807286.5337702715
2008-12-30,826044.6971425129
2008-12-31,840215.6690977471
2009-01-01,840215.6690977471
2009-01-02,875064.4262063415
2009-01-03,875064.4262063415
2009-01-04,875064.4262063415
2009-01-05,870581.7604553633
2009-01-06,888592.7836237099
2009-01-07,854160.5413870561
2009-01-08,860608.9582995886
2009-01-09,839206.6467049323
2009-01-10,839206.6467049323
2009-01-11,839206.6467049323
2009-01-12,821383.3848564265
2009-01-13,811901.3573288737
2009-01-14,783056.7323367358
2009-01-15,793689.074533428
2009-01-16,800052.1925083363
2009-01-17,800052.1925083363
2009-01-18,800052.1925083363
2009-01-19,800052.1925083363
2009-01-20,761162.448471249
2009-01-21,787557.2075783112
2009-01-22,777470.5471278938
2009-01-23,772592.1750755806
2009-01-24,772592.1750755806
2009-01-25,772592.1750755806
2009-01-26,780533.3733679785
2009-01-27,786036.9468300731
2009-01-28,812128.187420941
2009-01-29,783326.290207146
2009-01-30,763509.5442501107
2009-01-31,762746.0347058607
2009-02-01,762746.0347058607
2009-02-02,761946.3051048454
2009-02-03,780086.3866577613
2009-02-04,767755.1283262211
2009-02-05,776481.4565593299
2009-02-06,786286.472872148
2009-02-07,786286.472872148
2009-02-08,786286.472872148
2009-02-09,781298.2355946522
2009-02-10,755677.9136987939
2009-02-11,762498.3940681017
2009-02-12,770430.4110024219
2009-02-13,758613.4447754257
2009-02-14,758613.4447754257
2009-02-15,758613.4447754257
2009-02-16,758613.4447754257
2009-02-17,746612.3694932002
2009-02-18,748402.2711638368
2009-02-19,752417.5768018413
2009-02-20,742790.7519402058
2009-02-21,742790.7519402058
2009-02-22,742790.7519402058
2009-02-23,725876.1369836314
2009-02-24,738169.9008867707
2009-02-25,727217.8102366345
2009-02-26,701053.4481614678
2009-02-27,684773.460943467
2009-02-28,684088.6874825235
2009-03-01,684088.6874825235
2009-03-02,648807.9459575891
2009-03-03,643872.1372116336
2009-03-04,659918.871712834
2009-03-05,631738.3737376496
2009-03-06,628505.189959107
2009-03-07,628505.189959107
2009-03-08,628505.189959107
2009-03-09,621623.1504838038
2009-03-10,664196.1671976233
2009-03-11,672656.2404852336
2009-03-12,695936.5502061178
2009-03-13,700600.0920204836
